License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
August 01 2017,282655,Georgie,Cat,Domestic Shorthair,,98125
August 01 2017,85390,Kyou,Cat,American Shorthair,,98105
August 01 2017,85391,Marrow,Cat,American Shorthair,,98105
August 01 2017,443893,Sinclair Lewis,Cat,Domestic Longhair,Mix,98144
August 01 2017,434459,Mish,Cat,Domestic Shorthair,,98103
August 01 2017,133913,Jacques,Cat,Domestic Shorthair,,98126
August 01 2017,133912,Rocky (Gus),Cat,Siamese,,98126
August 01 2017,133896,Tenshi,Cat,Domestic Longhair,,98115
August 01 2017,434829,Jaz,Cat,Domestic Shorthair,,98125
August 01 2017,16486,,Cat,Domestic Shorthair,,98118
August 01 2017,430671,Jean Claude,Cat,Domestic Shorthair,,98125
August 01 2017,832950,Buddy Guy,Cat,Domestic Medium Hair,,98136
August 01 2017,361250,Gigi,Cat,Domestic Longhair,,98136
August 01 2017,361251,Mama,Cat,American Shorthair,,98136
August 01 2017,825012,Ricky,Cat,Norwegian Forest,,98136
August 01 2017,430692,,Cat,Domestic Shorthair,,98109
August 01 2017,133824,Diva,Cat,Domestic Longhair,,98125
August 01 2017,433670,Marco,Cat,Domestic Shorthair,,98102
August 01 2017,100905,,Cat,Domestic Shorthair,Mix,98126
August 01 2017,133690,Spooky,Cat,Domestic Shorthair,,98115
August 01 2017,429876,Finnegan,Cat,Domestic Shorthair,,98119
August 01 2017,133868,Sayyida,Cat,Snowshoe,,98108
August 01 2017,731353,Etta James,Cat,Domestic Medium Hair,,98105
August 01 2017,443842,Orion,Cat,Domestic Shorthair,,98105
August 01 2017,133823,Eve,Cat,Manx,Mix,98108
August 01 2017,133902,Steve,Cat,Mix,Mix,98107
August 01 2017,133637,Elinor,Cat,Domestic Medium Hair,,98125
August 01 2017,133638,Stella,Cat,Domestic Longhair,,98125
August 01 2017,353570,Sadie,Cat,Domestic Longhair,,98109
August 01 2017,430639,Elephant,Cat,Domestic Medium Hair,,98116
August 01 2017,433698,Diana,Cat,Siamese,,98125
August 01 2017,433075,Frodo,Cat,Siamese,,98125
August 01 2017,133796,Charlie,Cat,Domestic Shorthair,,98103
August 01 2017,28995,Olive,Cat,Bengal,Mix,98105
August 01 2017,428605,Sophia,Cat,Domestic Shorthair,,98133
August 01 2017,434137,Darcy,Cat,Domestic Medium Hair,,98106
August 01 2017,133689,Louie,Cat,Domestic Shorthair,,98133
August 01 2017,133688,Ramona,Cat,Domestic Medium Hair,,98133
August 01 2017,443891,Junior,Cat,Domestic Shorthair,Mix,98103
August 01 2017,133781,Spatz,Cat,Domestic Shorthair,,98103
August 01 2017,133869,Chandni,Cat,Domestic Shorthair,,98103
August 01 2017,133870,Nieva,Cat,Domestic Shorthair,,98103
August 01 2017,133656,Buddha Mzee,Cat,Domestic Shorthair,,98119
August 01 2017,133897,Jenkins,Cat,Domestic Shorthair,,98104
August 01 2017,133898,Stu,Cat,Domestic Longhair,,98104
August 01 2017,133888,Momo,Cat,American Shorthair,,98118
August 01 2017,133850,Guinness,Cat,Domestic Shorthair,,98119
August 01 2017,133851,Hendricks,Cat,Domestic Shorthair,,98119
August 01 2017,128947,Minnie,Cat,Domestic Shorthair,,98133
August 01 2017,444980,Raj,Cat,Domestic Shorthair,,98136
August 01 2017,133716,Frisco,Cat,Mix,,98121
August 01 2017,133717,Samantha,Cat,Mix,,98121
August 01 2017,427737,Scout,Cat,Domestic Shorthair,,98118
August 01 2017,425668,Butterball,Cat,American Shorthair,,98118
August 01 2017,425667,Lightning,Cat,American Shorthair,,98118
August 01 2017,430897,Bea,Cat,Domestic Shorthair,,98115
August 01 2017,430896,Harley,Cat,Domestic Shorthair,,98115
August 01 2017,433555,Boris,Cat,Domestic Medium Hair,,98107
August 01 2017,114038,Theo,Cat,Siamese,Mix,
August 01 2017,428486,Faith,Cat,Domestic Shorthair,,98107
August 02 2017,106926,Bella,Cat,American Shorthair,,98116
August 02 2017,106927,Dice,Cat,American Shorthair,,98116
August 02 2017,106928,Link,Cat,Domestic Shorthair,,98116
August 02 2017,117236,Buster,Cat,Domestic Medium Hair,,98125
August 02 2017,142779,Lucille,Cat,Domestic Medium Hair,,98125
August 02 2017,138553,Joey,Cat,Domestic Shorthair,,98126
August 02 2017,578237,Tigger,Cat,Domestic Shorthair,,98109
August 02 2017,577996,Miss Kitti,Cat,Domestic Shorthair,,98118
August 02 2017,132158,Isabelle,Cat,Domestic Shorthair,,98119
August 02 2017,132157,Henry,Cat,Domestic Medium Hair,,98119
August 02 2017,131758,Matilda,Cat,Domestic Shorthair,Mix,98103
August 02 2017,133547,Cheerio,Cat,Domestic Shorthair,,98119
August 02 2017,123081,Sir Duke,Cat,Domestic Medium Hair,,98116
August 02 2017,116544,Anastasia,Cat,Russian Blue,Mix,98118
August 02 2017,133746,Gibby,Cat,Siberian,,98126
August 02 2017,199200,Rascal,Cat,Domestic Longhair,Maine Coon,98136
August 02 2017,428933,,Cat,Siamese,,98119
August 02 2017,124338,Diego,Cat,Domestic Longhair,,98119
August 02 2017,284843,Mochi,Cat,LaPerm,,98112
August 02 2017,215242,Cassidy,Cat,LaPerm,,98117
August 02 2017,198629,Pansy,Cat,Domestic Shorthair,,98199
August 02 2017,429222,Daniel,Cat,Domestic Shorthair,,98117
August 02 2017,443859,Loki,Cat,Domestic Shorthair,,98117
August 02 2017,353507,Kipper,Cat,Domestic Shorthair,,98102
August 02 2017,434835,Aspen,Cat,Balinese,,98115
August 02 2017,29983,Fiona,Goat,Miniature,,98106
August 02 2017,29984,Sister Bertrille,Goat,Miniature,,98106
August 02 2017,133784,Beans,Goat,Miniature,,98106
August 02 2017,13726,Sable,Cat,Domestic Shorthair,,98117
August 02 2017,578976,Giorgio,Cat,Domestic Longhair,,98119
August 02 2017,578977,Isabella,Cat,Domestic Longhair,,98119
August 02 2017,133811,Mina,Cat,Domestic Shorthair,,98118
August 02 2017,74034,Rose,Cat,Domestic Shorthair,,98136
August 02 2017,833865,Glen,Cat,American Shorthair,,98199
August 02 2017,100056,Oscar,Cat,Domestic Shorthair,,98118
August 02 2017,559574,,Cat,Domestic Shorthair,,98107
August 02 2017,102646,Gizmo,Cat,Domestic Shorthair,,98117
August 02 2017,100376,Gracie,Cat,Domestic Shorthair,,98103
August 02 2017,273487,Oliver,Cat,Domestic Shorthair,,98105
August 02 2017,584345,Fred,Cat,LaPerm,,98103
August 02 2017,129982,Pi Olivia,Cat,Domestic Shorthair,Siamese,98103
August 03 2017,126440,Ju Ju Bean,Cat,Domestic Shorthair,Mix,98105
August 03 2017,126441,Ellie May,Cat,Domestic Shorthair,Mix,98103
August 03 2017,433891,Edward,Cat,Domestic Shorthair,,98177
August 03 2017,361062,Flipper,Cat,Domestic Shorthair,,98106
August 03 2017,126439,Jelly Belly,Cat,Domestic Shorthair,Mix,98116
August 03 2017,126438,Lolly Pop,Cat,Domestic Shorthair,Mix,98116
August 03 2017,132161,Chester,Cat,Domestic Longhair,Mix,98126
August 03 2017,18817,Dickens,Cat,Domestic Shorthair,,98199
August 03 2017,953840,Spencer,Cat,Domestic Shorthair,,98199
August 03 2017,897680,Gwen,Cat,Domestic Shorthair,,98199
August 03 2017,132163,Trini,Cat,Domestic Shorthair,Mix,98109
August 03 2017,579057,Francine,Cat,Domestic Medium Hair,,98107
August 03 2017,579067,Penelope,Cat,Domestic Medium Hair,,98107
August 03 2017,133694,Lucy,Cat,Domestic Shorthair,,98199
August 03 2017,140243,Ullr,Cat,Norwegian Forest,,98199
August 03 2017,133927,Esme,Cat,American Shorthair,Domestic Shorthair,98107
August 03 2017,277114,Spider Baby,Cat,Domestic Shorthair,,98102
August 03 2017,573806,Barney,Cat,Domestic Shorthair,,98199
August 03 2017,133605,Axiom,Cat,Domestic Shorthair,Siamese,98101
August 03 2017,584340,Mitzi,Cat,American Shorthair,,98118
August 03 2017,102910,Willie,Cat,Domestic Shorthair,Mix,98118
August 03 2017,361473,Bill S. Preston Esquire,Cat,Domestic Shorthair,Siamese,98102
August 03 2017,361474,"Ted ""Theodore"" Logan",Cat,Domestic Shorthair,Siamese,98102
August 03 2017,142236,Finn,Cat,American Shorthair,,98133
August 03 2017,142237,Maggie,Cat,American Shorthair,,98133
August 03 2017,576038,Desmond,Cat,American Shorthair,,98107
August 03 2017,133837,Beast,Cat,Domestic Medium Hair,,98105
August 03 2017,577626,George,Cat,Domestic Shorthair,,98125
August 03 2017,569584,Henry,Cat,Domestic Shorthair,,98125
August 03 2017,577624,Pumpkin,Cat,Domestic Shorthair,,98125
August 03 2017,83292,Tux,Cat,Domestic Shorthair,,98133
August 03 2017,578930,Sassy,Cat,LaPerm,,98125
August 03 2017,714663,Buddy,Cat,Domestic Shorthair,,98103
August 03 2017,584317,Cookie,Cat,Domestic Shorthair,,98115
August 03 2017,897244,Teddy,Cat,Domestic Shorthair,,98115
August 03 2017,579368,,Cat,Domestic Medium Hair,,98118
August 03 2017,133707,Nacho Belle Grande,Cat,Domestic Shorthair,,98109
August 03 2017,133708,Taco Belle Grande,Cat,Domestic Shorthair,,98109
August 03 2017,102160,Bergman,Cat,Domestic Shorthair,,98117
August 03 2017,578588,Mother Jones,Cat,Domestic Shorthair,,98119
August 03 2017,284504,Cayman,Cat,Domestic Shorthair,,98103
August 03 2017,29058,Bella,Cat,Domestic Shorthair,,98103
August 03 2017,29059,Sophia,Cat,Siamese,Mix,98103
August 03 2017,29060,Zoe,Cat,Burmese,,98103
August 03 2017,104566,Aphrodite,Cat,Domestic Longhair,,98119
August 03 2017,574114,Mooshum,Cat,Siamese,,98146
August 03 2017,569672,Babycat,Cat,Domestic Shorthair,,98144
August 03 2017,584384,Ruger,Cat,LaPerm,,98118
August 03 2017,578975,Snowball,Cat,Siamese,,98126
August 03 2017,573357,Stevie,Cat,LaPerm,,98115
August 04 2017,112918,Mochi,Cat,Domestic Shorthair,Mix,98126
August 04 2017,126442,Neptune,Cat,Domestic Shorthair,Mix,98115
August 04 2017,578936,Kitty,Cat,Domestic Longhair,,98109
August 04 2017,132167,Lemon,Cat,Domestic Shorthair,Mix,98119
August 04 2017,577724,Tilly,Cat,Domestic Medium Hair,Mix,98126
August 04 2017,577727,Max,Cat,Domestic Shorthair,,98126
August 04 2017,132169,Bentley,Cat,Domestic Shorthair,,
August 04 2017,135568,,Cat,Siamese,Domestic Shorthair,98112
August 04 2017,129049,Rascal,Cat,Domestic Shorthair,,98115
August 04 2017,102430,Fia,Cat,Domestic Shorthair,,98112
August 04 2017,133744,Niblet,Cat,Domestic Medium Hair,,98112
August 04 2017,579061,George,Cat,Domestic Shorthair,,98133
August 04 2017,579033,Gracie,Cat,Domestic Shorthair,Siamese,98133
August 04 2017,579042,Waldo,Cat,Domestic Shorthair,,98133
August 04 2017,427879,Zella,Cat,Domestic Shorthair,,98112
August 04 2017,100690,Gomba,Cat,Domestic Shorthair,Mix,98122
August 04 2017,102745,Luna,Cat,Domestic Shorthair,,98112
August 04 2017,112919,Ashia,Cat,Domestic Shorthair,Mix,98126
August 04 2017,569968,Rocky,Cat,Domestic Shorthair,,98126
August 04 2017,569969,Roscoe,Cat,Domestic Shorthair,,98126
August 04 2017,100653,Sybil,Cat,Domestic Longhair,Mix,98102
August 04 2017,954675,Annie,Cat,Domestic Shorthair,,98117
August 04 2017,568099,Petula,Cat,Domestic Shorthair,,98116
August 04 2017,584394,Alexander,Cat,Maine Coon,,98125
August 04 2017,133920,Lily,Cat,Siberian,,98115
August 04 2017,579004,Kodak,Cat,Domestic Shorthair,,98115
August 04 2017,579040,Talisker,Cat,Domestic Medium Hair,,98115
August 04 2017,102362,JonSnow,Cat,Mix,,98106
August 04 2017,133652,Avery,Cat,Domestic Shorthair,,98101
August 04 2017,133653,Inky,Cat,Domestic Shorthair,Oriental Shorthair,98101
August 04 2017,584320,Momma Kitty,Cat,LaPerm,,98122
August 04 2017,100639,Jack,Cat,Domestic Shorthair,Mix,98102
August 04 2017,586504,Yumosh,Cat,Himalayan,Russian Blue,98119
August 04 2017,100180,Twitch Navi,Cat,Domestic Medium Hair,Mix,98133
August 04 2017,574113,Arthur,Cat,Domestic Medium Hair,,98115
August 04 2017,825064,George,Cat,Domestic Longhair,,98115
August 04 2017,129873,Captain Picard,Cat,Domestic Shorthair,,98134
August 04 2017,133617,Rocky,Cat,Domestic Shorthair,,98119
August 04 2017,569425,Tippet,Cat,American Shorthair,,98118
August 04 2017,577646,Snow White,Cat,Angora,Mix,98109
August 04 2017,102256,Hermi,Cat,Domestic Shorthair,,98107
August 04 2017,102257,Myrah,Cat,Domestic Shorthair,,98107
August 04 2017,579006,Lulu,Cat,Domestic Medium Hair,,98136
August 04 2017,133709,Ivy,Cat,Domestic Shorthair,,98112
August 04 2017,101907,Poppy,Cat,Siamese,Mix,98117
August 04 2017,100096,Serena,Cat,Domestic Medium Hair,,98107
August 04 2017,584123,Finch,Cat,Domestic Shorthair,,98102
August 04 2017,133779,Solomon,Cat,Domestic Shorthair,,98105
August 04 2017,567978,Pepper,Cat,Domestic Shorthair,,98125
August 04 2017,720218,Whiskers,Cat,Domestic Medium Hair,,98177
August 04 2017,573171,Cleo,Cat,Domestic Shorthair,,98101
August 04 2017,133880,Katrina,Cat,Mix,,98133
August 04 2017,586609,Zippy,Cat,Domestic Medium Hair,,98112
August 04 2017,428024,Howard,Cat,Domestic Shorthair,,98112
August 04 2017,100149,Quinn,Cat,Domestic Shorthair,Mix,98126
August 04 2017,102166, ,Cat,Domestic Shorthair,,98115
August 04 2017,584367,Lulu,Cat,Domestic Shorthair,,98115
August 04 2017,584391,Sophie,Cat,Snowshoe,,98115
August 04 2017,133693,Murphy,Cat,Domestic Shorthair,,98119
August 05 2017,584535,Kiara,Cat,Domestic Shorthair,,98199
August 05 2017,132674,Lara,Cat,Domestic Longhair,Mix,98112
August 05 2017,132171,Artemis,Cat,Domestic Medium Hair,Mix,98133
August 05 2017,100428,Heather,Cat,Domestic Shorthair,Mix,98119
August 05 2017,132676,Willow,Cat,Domestic Shorthair,Mix,98144
August 05 2017,132677,Rio,Cat,Domestic Shorthair,Mix,98125
August 06 2017,132682,Alley,Cat,Domestic Shorthair,Mix,98126
August 06 2017,132684,Naranja,Cat,Domestic Shorthair,Mix,98122
August 06 2017,132683,Ceci,Cat,Domestic Shorthair,Mix,98122
August 06 2017,132685,Sonic,Cat,Domestic Shorthair,Mix,98117
August 06 2017,132692,Lily,Cat,Domestic Medium Hair,Mix,98121
August 06 2017,132689,Dipity,Cat,Domestic Shorthair,Mix,98103
August 06 2017,132691,Libby,Cat,Domestic Longhair,Mix,98199
August 07 2017,131765,Prickles,Cat,Siamese,Mix,98117
August 07 2017,127515,Pico,Cat,Domestic Shorthair,,98133
August 07 2017,578742,Dominoe,Cat,LaPerm,,98112
August 07 2017,574475,Marlin,Cat,LaPerm,,98112
August 07 2017,133661,Yuzu Lawrence,Cat,Domestic Shorthair,,98109
August 07 2017,74320,Sir Lancealot,Cat,Domestic Shorthair,,98122
August 07 2017,103004,Daisy,Cat,Domestic Medium Hair,,98146
August 07 2017,103005,Gatsby,Cat,Domestic Medium Hair,,98146
August 07 2017,133788,Mao,Cat,Persian,British Shorthair,98119
August 07 2017,103304,Bentley,Cat,Pixie-Bob,,98107
August 07 2017,133601,Stewie,Cat,Domestic Shorthair,,98102
August 07 2017,100910,Rex,Cat,Siamese,Mix,98144
August 07 2017,586610,Cicia,Cat,Ragdoll,Siamese,98108
August 07 2017,586548,Dodo,Cat,Ragdoll,Siamese,98108
August 07 2017,85182,,Cat,Domestic Shorthair,,98133
August 07 2017,85183,Moxxi,Cat,Domestic Medium Hair,,98133
August 07 2017,133602,Kitty,Cat,Domestic Medium Hair,,98104
August 07 2017,120192,Rivkeh,Cat,Domestic Shorthair,,98107
August 07 2017,584322,Pyramus,Cat,Domestic Medium Hair,,98105
August 07 2017,584344,Thisbe,Cat,Domestic Medium Hair,,98105
August 07 2017,100907,Huey,Cat,Domestic Medium Hair,Mix,98116
August 07 2017,568899,Spidey,Cat,Domestic Shorthair,,98199
August 07 2017,133855,Charlie,Cat,Domestic Shorthair,,98115
August 07 2017,133854,Marlin,Cat,Domestic Shorthair,,98115
August 07 2017,584304,Buster,Cat,Domestic Shorthair,,98102
August 07 2017,584460,Peanut,Cat,Domestic Longhair,Maine Coon,98102
August 07 2017,102832,Tiger,Cat,Domestic Longhair,,98115
August 07 2017,102833,peaches,Cat,Domestic Longhair,,98115
August 07 2017,573009,Pippin,Cat,Domestic Longhair,,98115
August 07 2017,577734,Baby Cakes,Cat,Domestic Longhair,Ragdoll,98115
August 07 2017,720254,Wafffles,Cat,Domestic Shorthair,,98115
August 07 2017,579070,Luna,Cat,Domestic Shorthair,,98122
August 07 2017,825434,Yew,Cat,Domestic Shorthair,,98122
August 07 2017,102561,Franny,Cat,Mix,,98102
August 07 2017,102562,Reggie,Cat,Mix,,98102
August 07 2017,569973,D. Max Macavity,Cat,Domestic Medium Hair,,98117
August 07 2017,569478,Edgar,Cat,Domestic Shorthair,,98133
August 07 2017,569479,Panda,Cat,Domestic Shorthair,,98133
August 07 2017,586564,Sasha,Cat,LaPerm,,98117
August 07 2017,584387,Ajax,Cat,Domestic Shorthair,,98106
August 07 2017,584365,Gus,Cat,Domestic Longhair,,98106
August 07 2017,19083,Silkie,Cat,Domestic Shorthair,,98103
August 07 2017,573377,Rain,Cat,Domestic Shorthair,,98107
August 07 2017,573378,Snow,Cat,Domestic Medium Hair,,98107
August 07 2017,586816,Watson,Cat,American Shorthair,,98103
August 07 2017,574136,Cali,Cat,Domestic Shorthair,,98119
August 07 2017,574137,Clio,Cat,Domestic Shorthair,,98119
August 07 2017,113966,Harry,Cat,Domestic Shorthair,,98119
August 07 2017,584174,Micky,Cat,Domestic Medium Hair,,98115
August 07 2017,133783,Cat,Cat,American Shorthair,,98102
August 08 2017,126445,Silver,Cat,Domestic Shorthair,Mix,98105
August 08 2017,126444,Bronze,Cat,Domestic Shorthair,Mix,98103
August 08 2017,560568,Chelsea Trouble,Cat,Domestic Shorthair,,98115
August 08 2017,567919,Buddie,Cat,Domestic Shorthair,,98107
August 08 2017,217848,Diesel,Cat,Domestic Medium Hair,,98106
August 08 2017,133486,Simba,Cat,Domestic Shorthair,Mix,98125
August 08 2017,133487,Pixel,Cat,Domestic Shorthair,Mix,98125
August 08 2017,132695,Nozomi,Cat,Domestic Longhair,Mix,98108
August 08 2017,119650,Simon,Cat,Domestic Shorthair,Mix,98125
August 08 2017,105798,,Cat,Domestic Medium Hair,Mix,98121
August 08 2017,100648,Quincy,Cat,Domestic Medium Hair,Mix,98117
August 08 2017,133808,The Little Muffin Man,Cat,Domestic Shorthair,,98103
August 08 2017,133907,Dusky,Cat,Domestic Medium Hair,,98115
August 08 2017,361247,Earl Grey,Cat,American Shorthair,,98115
August 08 2017,133843,Spaz,Cat,American Shorthair,,98115
August 08 2017,586589,Dotson,Cat,Domestic Shorthair,,98103
August 08 2017,577659,Cooper,Cat,Domestic Shorthair,,98126
August 08 2017,577661,Matilda,Cat,Domestic Shorthair,,98126
August 08 2017,586729,Bear,Cat,Domestic Shorthair,,98115
August 08 2017,586730,Puma,Cat,Domestic Shorthair,,98115
August 08 2017,584446,Meeka,Cat,Domestic Shorthair,,98126
August 08 2017,584469,Xena,Cat,Domestic Shorthair,,98126
August 08 2017,73244,Stormy,Cat,Domestic Longhair,,98103
August 08 2017,73241,Streak,Cat,Domestic Medium Hair,,98103
August 08 2017,577518,Mariah,Cat,Domestic Shorthair,,98106
August 08 2017,584337,Belle,Cat,Russian Blue,,98117
August 08 2017,102267,D.W,Cat,Domestic Longhair,,98136
August 08 2017,586646,Oka,Cat,Domestic Shorthair,,98103
August 08 2017,433892,George,Cat,Domestic Shorthair,,98133
August 08 2017,584368,Sugar,Cat,Persian,,98103
August 08 2017,579084,Prada,Cat,Domestic Shorthair,,98103
August 08 2017,100636,Coraline,Cat,Domestic Medium Hair,Mix,98119
August 08 2017,133684,Edmund,Cat,Domestic Longhair,,98102
August 08 2017,133839,Sammy,Cat,Domestic Shorthair,,98107
August 08 2017,572485,Petra,Cat,Siamese,Mix,98115
August 08 2017,133609,Boogers,Cat,Mix,,98122
August 08 2017,578233,Ajax,Cat,Domestic Shorthair,,98117
August 08 2017,578232,Inky Jinx,Cat,Domestic Shorthair,,98117
August 08 2017,133702,Luna,Cat,Domestic Shorthair,,98144
August 08 2017,574312,Aki,Cat,Siamese,Mix,98115
August 08 2017,133894,Lefty,Cat,Ragdoll,,98118
August 08 2017,576634,Zia,Cat,LaPerm,,98115
August 08 2017,573467,Abigail,Cat,Domestic Shorthair,,98199
August 08 2017,578157,Ling Ling,Cat,Siamese,,98115
August 08 2017,133768,Stellar,Cat,Mix,,98144
August 08 2017,731339,Harley Quinn,Cat,Domestic Medium Hair,,98115
August 08 2017,731340,Ivy,Cat,Domestic Shorthair,,98115
August 08 2017,586591,Chloe,Cat,Domestic Shorthair,,98126
August 08 2017,133916,Sylvester,Cat,Domestic Shorthair,,98126
August 08 2017,582854,Nelly,Cat,Domestic Shorthair,,98136
August 08 2017,569681,Mittzie,Cat,Ragdoll,,98112
August 08 2017,586518,Penny,Cat,Domestic Shorthair,,98109
August 08 2017,102628,Hopscotch,Cat,Mix,,98144
August 08 2017,578571,Islay,Cat,Domestic Shorthair,,98119
August 08 2017,578600,Julius,Cat,Domestic Shorthair,,98119
August 08 2017,574018,Glitter,Cat,Domestic Medium Hair,,98118
August 08 2017,574169,Bunny,Cat,Domestic Shorthair,,98103
August 08 2017,584224,Yoko,Cat,Domestic Medium Hair,,98101
August 08 2017,133695,Hermes,Cat,Domestic Shorthair,,98144
August 08 2017,133696,Mia,Cat,Domestic Shorthair,,98144
August 08 2017,344430,Gracie,Cat,Domestic Shorthair,,98118
August 08 2017,584187,Data,Cat,Domestic Shorthair,,98103
August 08 2017,584186,Maple Syrup,Cat,Domestic Shorthair,,98103
August 08 2017,133773,Clementine,Cat,Domestic Shorthair,,98103
August 08 2017,133774,Poppy,Cat,Domestic Shorthair,,98103
August 08 2017,353597,'Alani,Cat,Domestic Shorthair,,98105
August 08 2017,586658,Nai'a,Cat,Domestic Shorthair,,98105
August 08 2017,133838,Gracie,Cat,Domestic Shorthair,,98121
August 08 2017,586593,Ralph,Cat,Domestic Shorthair,,98121
August 08 2017,124359,Milo,Cat,Domestic Medium Hair,,98102
August 08 2017,123178,Misty,Cat,Domestic Medium Hair,,98102
August 08 2017,573430,Annie,Cat,Domestic Medium Hair,,98145
August 08 2017,16525,Simba,Cat,Domestic Medium Hair,,98118
August 08 2017,578524,Ali,Cat,Domestic Shorthair,Russian Blue,98107
August 08 2017,578521,Jazz,Cat,Domestic Shorthair,Russian Blue,98107
August 08 2017,578121,Kauai,Cat,Domestic Shorthair,,98103
August 08 2017,578122,Kyle,Cat,Domestic Shorthair,,98103
August 08 2017,102371,Stringer,Cat,Domestic Longhair,Mix,98144
August 08 2017,100345,,Cat,Domestic Shorthair,Mix,98133
August 08 2017,584407,Rocky,Cat,Domestic Shorthair,,98102
August 08 2017,133704,Nebraska,Cat,Maine Coon,,98133
August 08 2017,100145,Thelma,Cat,Domestic Shorthair,Mix,98109
August 08 2017,833311,Oz,Cat,Domestic Shorthair,,98109
August 08 2017,716382,Mico,Cat,Domestic Shorthair,,98108
August 08 2017,577967,Kona,Cat,Siamese,Mix,98115
August 08 2017,133743,Tomato Soup,Cat,Domestic Medium Hair,,98102
August 08 2017,560577,Clementine,Cat,Domestic Shorthair,,98144
August 08 2017,832104,Dash,Cat,Domestic Shorthair,,98136
August 08 2017,107007,Iris,Cat,Domestic Medium Hair,,98117
August 08 2017,579085,Fernando,Cat,Domestic Shorthair,,98115
August 08 2017,579076,Luisinha,Cat,Domestic Shorthair,,98115
August 08 2017,579018,Princesa,Cat,Domestic Shorthair,,98115
