License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
July 18 2017,132716,Midnight Coffee,Cat,Domestic Longhair,,98112
July 18 2017,731383,Bemo,Cat,Domestic Shorthair,,98125
July 18 2017,445225,Totoro,Cat,American Shorthair,,98122
July 18 2017,433953,Auggie,Cat,Domestic Longhair,,98125
July 18 2017,282448,Bubu,Cat,Domestic Shorthair,,98125
July 18 2017,433937,Faye,Cat,Domestic Shorthair,,98125
July 18 2017,132794,Cubby,Cat,Domestic Shorthair,,98118
July 18 2017,132795,Eggs,Cat,Domestic Shorthair,,98118
July 18 2017,433050,Merlin,Cat,American Shorthair,,98122
July 18 2017,433057,Morgan,Cat,American Shorthair,,98122
July 18 2017,441352,Abbey,Cat,Domestic Shorthair,,98115
July 18 2017,353366,Gamzee,Cat,Domestic Longhair,Mix,98103
July 18 2017,832744,Nepeta,Cat,Domestic Shorthair,Mix,98103
July 18 2017,132728,Phyllis,Cat,Domestic Shorthair,Mix,98103
July 18 2017,434493,Veruca,Cat,Domestic Shorthair,,98116
July 18 2017,434492,Violet,Cat,Domestic Shorthair,,98116
July 18 2017,434097,JoJo3,Cat,Domestic Shorthair,,98117
July 18 2017,434318,Phinius,Cat,Siamese,,98115
July 18 2017,350543,Sieglinde,Cat,Domestic Medium Hair,,98115
July 18 2017,835480,Nani,Goat,Miniature,,98112
July 18 2017,733464,Grace,Cat,Domestic Medium Hair,,98106
July 18 2017,204266,Henry Pickle,Cat,Domestic Shorthair,,98119
July 18 2017,429251,Pierre,Cat,Domestic Shorthair,,98117
July 19 2017,266754,Suki,Cat,Manx,,98103
July 19 2017,133455,Casey,Cat,Domestic Longhair,Mix,98146
July 19 2017,438683,Talley,Cat,Domestic Shorthair,,98115
July 19 2017,438684,Annabelle,Cat,Domestic Shorthair,,98115
July 19 2017,351265,Pandora,Cat,American Shorthair,,98102
July 19 2017,730997,Milo,Cat,Domestic Shorthair,,98112
July 19 2017,434606,Jeter,Cat,Domestic Shorthair,,98117
July 19 2017,444318,Gizmo,Cat,Domestic Shorthair,,98103
July 19 2017,732094,Phillip,Cat,Domestic Shorthair,Mix,98102
July 19 2017,732095,Tobias,Cat,Domestic Shorthair,Mix,98102
July 19 2017,112853,Glen,Cat,Domestic Shorthair,Mix,98109
July 19 2017,434439,Bambi,Cat,Domestic Shorthair,,98126
July 19 2017,434440,Flower,Cat,Domestic Medium Hair,,98126
July 19 2017,268426,Pumpkin,Cat,Domestic Shorthair,,98122
July 19 2017,353515,C80,Cat,LaPerm,,98103
July 19 2017,275748,Gusto,Cat,Domestic Longhair,,98126
July 19 2017,427624,,Cat,Domestic Shorthair,,98146
July 19 2017,427625,,Cat,Domestic Shorthair,,98146
July 19 2017,132752,Cinnamon,Cat,Domestic Shorthair,,98136
July 19 2017,132753,Nutmeg,Cat,Domestic Medium Hair,,98136
July 19 2017,433363,Cappuccino,Cat,Bengal,,98136
July 19 2017,434313,Kurdt,Cat,Domestic Shorthair,,98106
July 19 2017,434316,Monkey,Cat,Domestic Shorthair,,98106
July 19 2017,905827,Simon,Cat,Domestic Shorthair,,98101
July 19 2017,433568,,Cat,Domestic Medium Hair,,98117
July 19 2017,434482,Heather,Cat,Domestic Shorthair,,98103
July 19 2017,132798,Panda,Cat,American Shorthair,,98106
July 19 2017,132799,Zeta,Cat,American Shorthair,,98106
July 20 2017,28922,Mork,Cat,Domestic Shorthair,,98136
July 20 2017,21604,Bha Buu,Cat,Domestic Shorthair,,98118
July 20 2017,361093,Smoky,Cat,Domestic Shorthair,,98103
July 20 2017,284861,Ben,Cat,Domestic Shorthair,Mix,98106
July 20 2017,142139,Whiskers,Cat,Himalayan,,98118
July 20 2017,126414,Pickles,Cat,Domestic Shorthair,Mix,98103
July 20 2017,126412,Ash,Cat,Domestic Shorthair,Mix,98109
July 20 2017,13148,Peepers,Cat,Domestic Shorthair,,98118
July 20 2017,132631,Maddie,Cat,Domestic Shorthair,Mix,98119
July 20 2017,22476,Nebula,Cat,Domestic Shorthair,,98105
July 20 2017,126418,Snickers,Cat,Domestic Medium Hair,Mix,98105
July 20 2017,272853,Doc,Cat,Domestic Shorthair,,98146
July 20 2017,126417,Moonbeam,Cat,Domestic Shorthair,Mix,98103
July 20 2017,428272,Dexter,Cat,Domestic Shorthair,,98107
July 20 2017,68690,Lily,Cat,Domestic Shorthair,,98107
July 20 2017,436561,Bear,Cat,Domestic Shorthair,,98177
July 20 2017,832748,Rafiki,Cat,Maine Coon,Mix,98106
July 20 2017,430573,Jack,Cat,LaPerm,,98115
July 20 2017,132856,June,Cat,Domestic Shorthair,,98115
July 20 2017,132811,Zebo,Cat,American Shorthair,,98178
July 20 2017,443814,Stanley,Cat,Domestic Shorthair,Mix,98122
July 20 2017,132852,Kitty,Cat,American Shorthair,,98103
July 20 2017,132865,Brandy,Cat,Domestic Shorthair,,98103
July 20 2017,132866,Abby,Cat,Domestic Shorthair,,98109
July 20 2017,132867,Tucker,Cat,Siamese,,98109
July 20 2017,83338,Miu Miu,Cat,Domestic Shorthair,,98125
July 20 2017,353013,Gracie,Cat,Russian Blue,,98106
July 20 2017,353558,Mocha,Cat,Bengal,,98112
July 20 2017,353559,Scout,Cat,Bengal,,98112
July 21 2017,823898,Francis,Cat,Domestic Shorthair,,98126
July 21 2017,131594,Jo,Cat,Domestic Medium Hair,,98115
July 21 2017,131595,Charlie,Cat,Domestic Shorthair,,98115
July 21 2017,823897,Anya,Cat,Domestic Shorthair,,98126
July 21 2017,112915, ,Cat,Domestic Medium Hair,,98105
July 21 2017,268260,Lilly,Cat,Domestic Longhair,,98117
July 21 2017,943399,Biscuit,Cat,Domestic Longhair,,98177
July 21 2017,131598,Lilly,Cat,Domestic Medium Hair,,98199
July 21 2017,429590,Mifune,Cat,Siamese,,98115
July 21 2017,428593,Poppy,Cat,Siamese,Mix,98103
July 21 2017,429350,Scooter,Cat,LaPerm,,98117
July 21 2017,126421,Linus,Cat,Domestic Shorthair,Mix,98117
July 21 2017,126419,Alfredo,Cat,Domestic Shorthair,Mix,98116
July 21 2017,126420,Carbonara,Cat,Domestic Shorthair,Mix,98116
July 21 2017,135167,boy,Cat,Domestic Shorthair,Mix,98119
July 21 2017,135168,girl,Cat,Domestic Shorthair,Mix,98119
July 21 2017,135170,,Cat,Domestic Medium Hair,Mix,98133
July 21 2017,436560,Darla,Cat,Domestic Shorthair,,98177
July 21 2017,208597,Monty,Cat,Domestic Shorthair,,98177
July 21 2017,208598,Vinney,Cat,Domestic Shorthair,,98177
July 21 2017,132829,Sophie,Cat,Domestic Medium Hair,,98121
July 21 2017,132859,Theodore,Cat,Domestic Longhair,,98117
July 21 2017,434836,Tofu,Cat,Domestic Shorthair,,98109
July 21 2017,132848,Stanley,Cat,American Shorthair,,98105
July 21 2017,833568,Sofi,Cat,Domestic Shorthair,,98107
July 21 2017,132843,Gennie,Cat,Domestic Shorthair,American Shorthair,98119
July 21 2017,132814,Squid,Cat,Domestic Shorthair,,98101
July 21 2017,273427,Rudy,Cat,Domestic Shorthair,,98107
July 21 2017,273590,Bella,Cat,Domestic Shorthair,,98126
July 21 2017,132818,Idina,Cat,Domestic Longhair,,98103
July 21 2017,77639,Icyna,Cat,Domestic Medium Hair,,98126
July 21 2017,142314,Paddy,Cat,Maine Coon,,98117
July 21 2017,112609,Carl,Cat,Domestic Shorthair,Mix,98103
July 21 2017,433823,Sasha,Cat,Domestic Longhair,,98107
July 21 2017,433821,Sebastian,Cat,Domestic Shorthair,,98107
July 21 2017,118642,Sherlock,Cat,Domestic Shorthair,,98107
July 21 2017,433822,Sophie,Cat,Domestic Longhair,,98107
July 22 2017,135177,,Cat,Domestic Shorthair,Mix,98115
July 22 2017,77706,Samantha,Cat,Domestic Medium Hair,,98117
July 22 2017,430132,Fire,Cat,Domestic Shorthair,,98103
July 22 2017,131962,Sam,Cat,Domestic Longhair,Mix,98107
July 22 2017,131963,Louie,Cat,Domestic Longhair,Mix,98107
July 22 2017,132634,,Cat,Domestic Shorthair,Mix,98155
July 22 2017,132635,,Cat,Domestic Shorthair,Mix,98155
July 22 2017,132636,Saul,Cat,Domestic Shorthair,Mix,98117
July 22 2017,126422,Esme,Cat,Domestic Shorthair,Mix,98112
July 22 2017,135171,,Cat,Domestic Shorthair,Mix,98102
July 22 2017,135173,boy,Cat,Domestic Shorthair,Mix,98116
July 22 2017,135174,girl,Cat,Domestic Shorthair,Mix,98116
July 22 2017,131965,Leo,Cat,Domestic Medium Hair,Mix,98122
July 22 2017,135175,boy,Cat,Siamese,Domestic Shorthair,
July 22 2017,135176,girl,Cat,Domestic Shorthair,Mix,
July 23 2017,131966,Chewey,Cat,Domestic Medium Hair,Mix,98115
July 23 2017,131970,Tuffy,Cat,Domestic Shorthair,Mix,98121
July 23 2017,131968,Harley,Cat,Domestic Shorthair,Mix,98133
July 23 2017,126425,Ozzie,Cat,Domestic Longhair,Mix,98103
July 23 2017,126423,Twiggy,Cat,Domestic Shorthair,Mix,98122
July 23 2017,126424,Otter,Cat,Domestic Shorthair,Mix,98122
July 23 2017,131972,Miracle,Cat,Domestic Shorthair,Mix,98109
July 24 2017,131728,Marbles,Cat,Domestic Shorthair,,98118
July 24 2017,135178,,Cat,Domestic Shorthair,Mix,98133
July 24 2017,85553,Keely,Cat,Domestic Shorthair,,98144
July 24 2017,85552,Kiki,Cat,Domestic Shorthair,,98144
July 24 2017,430326,Sophia,Cat,Domestic Shorthair,Mix,98107
July 24 2017,119648,Phyllis,Cat,Domestic Shorthair,,98115
July 24 2017,129812,Mimi,Cat,Domestic Shorthair,,98133
July 24 2017,210616,Daisy,Cat,Domestic Shorthair,Mix,98103
July 24 2017,133388,Max,Cat,American Shorthair,,98115
July 24 2017,133389,Quinn,Cat,Domestic Shorthair,,98119
July 24 2017,85155,Stella,Cat,Domestic Medium Hair,,98119
July 24 2017,102159,Hadley,Cat,Domestic Shorthair,,98121
July 24 2017,142580,Sullivan,Cat,Ragdoll,,98199
July 24 2017,272683,Otis,Cat,American Shorthair,,98118
July 24 2017,129879,Jazz,Cat,Domestic Medium Hair,,98125
July 24 2017,129836,Princess,Cat,Domestic Shorthair,,98117
July 24 2017,142453,Beatrice,Cat,Siamese,American Shorthair,98103
July 24 2017,142454,Mew Mew,Cat,American Shorthair,,98103
July 24 2017,434049,LuuLuu,Cat,Domestic Shorthair,,98117
July 24 2017,433626,Jackie,Cat,Domestic Shorthair,,98118
July 24 2017,282719,Moe,Cat,Domestic Shorthair,,98117
July 24 2017,22558,Linus,Cat,Domestic Shorthair,,87122
July 24 2017,344475,Marlowe,Cat,Domestic Shorthair,,98144
July 24 2017,133338,Rasper,Cat,Siamese,,98115
July 24 2017,133339,Trinity,Cat,Domestic Shorthair,,98115
July 24 2017,430806,Celie,Cat,Ragdoll,Siamese,98106
July 24 2017,584572,Iris,Cat,Domestic Shorthair,,98106
July 24 2017,351183,Trixi,Cat,Domestic Shorthair,,98106
July 24 2017,29111,Wosky,Cat,Domestic Shorthair,,98119
July 24 2017,22646,Salvador,Cat,Domestic Medium Hair,,98107
July 24 2017,133391,Dash,Cat,Domestic Longhair,,98122
July 24 2017,133392,Lily,Cat,Domestic Shorthair,,98122
July 24 2017,133393,Tucker,Cat,American Shorthair,,98122
July 24 2017,133343,Annie,Cat,Domestic Shorthair,,98108
July 24 2017,731351,Dusty,Cat,Domestic Shorthair,,98117
July 24 2017,203833,Tiger Lily,Cat,American Shorthair,,98107
July 24 2017,102356,Howard,Cat,American Shorthair,,98103
July 24 2017,18907,Junebug,Cat,Domestic Shorthair,,98112
July 24 2017,897609,Thad,Cat,Domestic Shorthair,,98125
July 24 2017,133366,Thoune,Cat,American Shorthair,,98103
July 24 2017,105033,Logan,Cat,Himalayan,,98199
July 24 2017,133414,Kitten,Cat,American Shorthair,,98126
July 25 2017,434682,Maisy,Cat,Domestic Shorthair,,98118
July 25 2017,131732,Logan,Cat,Domestic Shorthair,Mix,98122
July 25 2017,132640,Dantless,Cat,Domestic Shorthair,Mix,98125
July 25 2017,142144,Christie,Cat,LaPerm,,98115
July 25 2017,132641,Tink,Cat,Domestic Longhair,Mix,98122
July 25 2017,126428,Celeste,Cat,Domestic Shorthair,Mix,98125
July 25 2017,126426,Humperdinnk,Cat,Domestic Shorthair,Mix,98103
July 25 2017,126427,Montoya,Cat,Domestic Shorthair,Mix,98103
July 25 2017,124849,Emma,Cat,Domestic Shorthair,Mix,98104
July 25 2017,133317,Suki,Cat,Domestic Shorthair,,98177
July 25 2017,102914,Abigail,Cat,Domestic Medium Hair,Siamese,98136
July 25 2017,28145,Floyd,Cat,Siamese,Domestic Shorthair,98103
July 25 2017,28144,Phoebe,Cat,Domestic Shorthair,,98103
July 25 2017,133380,Rum Tum,Cat,Siamese,,98116
July 25 2017,133379,Zoey,Cat,Siamese,,98116
July 25 2017,434867,Cookie,Cat,Domestic Medium Hair,,98107
July 25 2017,28179,Raja,Cat,Domestic Shorthair,,98106
July 25 2017,215251,Penelope,Cat,Domestic Shorthair,,98102
July 25 2017,215261,Tristan,Cat,Domestic Shorthair,,98102
July 25 2017,199038,Chelsea,Cat,Domestic Shorthair,,98118
July 25 2017,199039,Suki,Cat,Siamese,,98118
July 25 2017,110792,Elijah,Cat,Domestic Shorthair,Mix,98122
July 25 2017,22432,Fern,Cat,Domestic Shorthair,,98108
July 25 2017,361187,Fudge,Cat,Domestic Shorthair,,98107
July 25 2017,142748,Loki,Cat,Domestic Medium Hair,,98116
July 25 2017,142749,Moli,Cat,Domestic Shorthair,,98116
July 25 2017,133386,Luna,Cat,Domestic Medium Hair,,98116
July 25 2017,429470,Racer,Cat,Manx,Domestic Shorthair,98107
July 25 2017,133345,Ally,Cat,Domestic Shorthair,,98125
July 25 2017,100253,Smokey,Cat,Domestic Shorthair,,98125
July 25 2017,133346,Ashley,Cat,Domestic Medium Hair,Mix,98125
July 25 2017,353549,Agori,Cat,Domestic Longhair,Maine Coon,98125
July 25 2017,108274,Zuzu,Cat,Domestic Shorthair,Mix,98103
July 25 2017,272597,Abby,Cat,Maine Coon,,98199
July 25 2017,434899,Percy,Cat,Siberian,,98104
July 25 2017,284860,Toots,Cat,American Shorthair,,98105
July 25 2017,9229,,Cat,LaPerm,,98146
July 25 2017,433508,Sevee,Cat,Domestic Medium Hair,,98118
July 25 2017,353514,Nilah,Cat,Domestic Medium Hair,,98118
July 25 2017,140134,Pixie,Cat,Balinese,Siamese,98112
July 25 2017,433662,Mia,Cat,Domestic Medium Hair,,98115
July 25 2017,28776,Baby,Cat,Domestic Shorthair,,98117
July 25 2017,217905,Bruno,Cat,Domestic Shorthair,,98119
July 25 2017,18984,Ash,Cat,Domestic Shorthair,,98115
July 25 2017,29025,Lucy,Cat,Domestic Medium Hair,,98117
July 25 2017,273395,Bo,Cat,Domestic Shorthair,,98122
July 25 2017,273323,Dezmond,Cat,Domestic Shorthair,,98109
July 25 2017,273324,Mina,Cat,Domestic Shorthair,,98109
July 25 2017,133416,Coco,Cat,Domestic Longhair,,98109
July 25 2017,120734,Kamil,Cat,Mix,,98102
July 25 2017,433443,Inka,Cat,Siamese,,98103
July 25 2017,72161,Eddie,Cat,Domestic Shorthair,,98178
July 25 2017,133308,Bare,Cat,Domestic Shorthair,Colourpoint Shorthair,98133
July 25 2017,100902,Robles,Cat,Domestic Shorthair,Mix,98118
July 25 2017,361225,,Cat,Domestic Shorthair,,98103
July 25 2017,214984,Chester,Cat,Domestic Shorthair,,98115
July 25 2017,103303,Luna,Cat,Domestic Shorthair,,98133
July 25 2017,428717,Kittery,Cat,Domestic Medium Hair,,98125
July 25 2017,133360,,Cat,Domestic Shorthair,,98102
July 25 2017,272621,Frankie,Cat,Domestic Medium Hair,,98119
July 25 2017,272635,Vivi,Cat,Domestic Shorthair,,98119
July 25 2017,832752,Binx,Cat,Domestic Shorthair,Mix,98115
July 25 2017,434308,Memphis,Cat,Ragdoll,,98225
July 25 2017,434655,Summer,Cat,Ragdoll,,98225
July 25 2017,434262,Scooter,Cat,Domestic Medium Hair,,98199
July 25 2017,905834,Alexandra,Cat,Domestic Shorthair,,98107
July 25 2017,199209,Tazzy,Cat,Domestic Shorthair,,98199
July 25 2017,115628,Maddie,Cat,Domestic Shorthair,,98112
July 25 2017,83291,Jasper,Cat,Domestic Longhair,,98119
July 25 2017,267398,Robin,Cat,Domestic Shorthair,,98117
July 25 2017,133417,Alicia Keys,Cat,Domestic Medium Hair,,98109
July 25 2017,832755,Itsy,Cat,Domestic Shorthair,Mix,98107
July 25 2017,133319,Marley,Cat,Domestic Shorthair,,98125
July 25 2017,282729,Blanca,Cat,Domestic Shorthair,,98126
July 25 2017,282743,Cole,Cat,Domestic Shorthair,,98126
July 25 2017,282740,Lilly,Cat,Domestic Shorthair,,98126
July 25 2017,142055,Fiera,Cat,LaPerm,,98122
July 25 2017,22615,Legacy,Cat,Domestic Shorthair,,98116
July 26 2017,204383,Molly,Cat,Domestic Longhair,,98125
July 26 2017,204382,Hailey,Cat,Domestic Longhair,,98125
July 26 2017,731355,Oliver,Cat,LaPerm,,98118
July 26 2017,573121,Buffy,Cat,Domestic Shorthair,,98103
July 26 2017,132642,Friday,Cat,Domestic Shorthair,Mix,98103
July 26 2017,430585,Koji,Cat,Domestic Shorthair,,98122
July 26 2017,77496,Miss Kitty,Cat,LaPerm,,98133
July 26 2017,282409,Annabelle,Cat,Domestic Shorthair,,98146
July 26 2017,422987,Sissy,Cat,LaPerm,,98106
July 26 2017,133456,Mango,Cat,Domestic Longhair,Mix,98108
July 26 2017,204791,Pumpkin,Cat,Domestic Shorthair,,98144
July 26 2017,282436,Billy,Cat,Domestic Shorthair,,98103
July 26 2017,133568,Theo,Cat,Domestic Shorthair,,98115
July 26 2017,85384,Kona,Cat,Bengal,Mix,98115
July 26 2017,443822,Archie,Cat,Domestic Shorthair,,98107
July 26 2017,443823,Ginger,Cat,Domestic Shorthair,,98107
July 26 2017,276850,Pablo,Cat,Siberian,,98125
July 26 2017,272727,Pica Picle,Cat,Domestic Medium Hair,,98115
July 26 2017,273368,Doolin,Cat,Domestic Shorthair,,98116
July 26 2017,282783,Moneypenny,Cat,Domestic Shorthair,,98115
July 26 2017,428526,Bibi,Cat,Domestic Shorthair,,98133
July 26 2017,433552,Mochi,Cat,Domestic Shorthair,,98122
July 26 2017,133515,Lola Hawkins,Cat,Maine Coon,,98115
July 26 2017,826140,,Cat,Domestic Shorthair,,98126
July 26 2017,282710,Simba,Cat,Domestic Shorthair,,98144
July 26 2017,197890,B. B.,Cat,Domestic Shorthair,,98106
July 26 2017,133549,Missy Kit,Cat,Mix,,98136
July 26 2017,204576,Doc Hudson,Cat,Domestic Shorthair,,98115
July 26 2017,429537,Thomas,Cat,Domestic Shorthair,,98115
July 26 2017,214959,Mr Mr,Cat,Domestic Shorthair,Mix,98125
July 26 2017,133567,Fancy,Cat,American Shorthair,,98115
July 26 2017,273848,Willow,Cat,Domestic Shorthair,,98102
July 27 2017,284751,Purr-Sephone,Cat,Domestic Shorthair,,98119
July 27 2017,131738,Max,Cat,Domestic Shorthair,Mix,98102
July 27 2017,131740,Larry,Cat,Colourpoint Shorthair,,98103
July 27 2017,131742,Luna,Cat,Domestic Longhair,Mix,98109
July 27 2017,131743,Persi,Cat,Domestic Longhair,Mix,98144
July 27 2017,131745,Lillie,Cat,Domestic Shorthair,Mix,98117
July 27 2017,131746,Knut,Cat,Domestic Shorthair,Mix,98117
July 27 2017,131744,Mrs. Peel,Cat,Domestic Shorthair,Mix,98117
July 27 2017,73914,Bear,Cat,Domestic Shorthair,,98125
July 27 2017,21415,Taffy,Cat,Domestic Medium Hair,,98133
July 27 2017,126429,Odin,Cat,Domestic Shorthair,Mix,98105
July 27 2017,115586,Murphy,Cat,Domestic Longhair,,98125
July 27 2017,217895,Frankie,Cat,Domestic Shorthair,,98102
July 27 2017,126432,Chico,Cat,Domestic Shorthair,Mix,98122
July 27 2017,132649,Daisy,Cat,Domestic Shorthair,Mix,98117
July 27 2017,131978,Thursday,Cat,Domestic Shorthair,Mix,98144
July 27 2017,126431,Raki,Cat,Domestic Shorthair,Mix,98102
July 27 2017,131979,Mystique,Cat,Domestic Medium Hair,Mix,98102
July 27 2017,126430,Walnut,Cat,Domestic Shorthair,Mix,98102
July 27 2017,133545,Luna,Cat,Domestic Shorthair,,98121
July 27 2017,12948,Shadow,Cat,Domestic Longhair,,98115
July 27 2017,193900,Snooks,Cat,Domestic Shorthair,,98177
July 27 2017,19448,Cordie,Cat,LaPerm,,98103
July 27 2017,102671,Bert,Cat,Domestic Shorthair,,98115
July 27 2017,277188,Ernie,Cat,Domestic Shorthair,,98115
July 27 2017,434666,Ginger O' Snap,Cat,Domestic Shorthair,,98112
July 27 2017,353538,Kemily,Cat,Domestic Shorthair,,98116
July 27 2017,133520,Zanzi,Cat,LaPerm,,98133
July 27 2017,445207,Zeezo,Cat,LaPerm,,98133
July 27 2017,276688,Reacher,Cat,Domestic Shorthair,,98115
July 27 2017,142773,Fred,Cat,Domestic Shorthair,,98103
July 27 2017,142772,Max,Cat,Domestic Shorthair,,98103
July 27 2017,273305,Teddy,Cat,Domestic Shorthair,,98116
July 27 2017,724549,Cadbury,Cat,Pixie-Bob,,98109
July 27 2017,133602,Dita,Cat,Domestic Medium Hair,,98109
July 27 2017,104595,Kitty,Cat,American Shorthair,,98144
July 27 2017,273110,Kato,Cat,Domestic Shorthair,,98107
July 27 2017,282588,Shadow,Cat,Russian Blue,,98108
July 27 2017,732093,Socko,Cat,Domestic Shorthair,Mix,98105
July 27 2017,731354,Ellada,Cat,Tonkinese,,98126
July 27 2017,133562,Gnocchi,Cat,American Shorthair,Toyger,98117
July 28 2017,131749,Nyla,Cat,Domestic Shorthair,Mix,98121
July 28 2017,131748,Lola,Cat,Bengal,,98101
July 28 2017,126434,Andre the Giant,Cat,Domestic Shorthair,Mix,98103
July 28 2017,430167,Lucy,Cat,Domestic Shorthair,,98126
July 28 2017,132651,Edgar,Cat,Domestic Medium Hair,Mix,98118
July 28 2017,131980,Missy,Cat,Domestic Longhair,Mix,98178
July 28 2017,131981,Leon,Cat,Domestic Longhair,Mix,98178
July 28 2017,265338,Bro,Cat,Domestic Medium Hair,,98116
July 28 2017,269900,Bella,Cat,Domestic Medium Hair,,98119
July 28 2017,101195,Rocky,Cat,Domestic Shorthair,Mix,98144
July 28 2017,832779,Felix,Cat,Domestic Longhair,Mix,98122
July 28 2017,131984,Captain,Cat,Domestic Medium Hair,Mix,98101
July 28 2017,126433,Chino,Cat,Domestic Shorthair,Mix,98115
July 28 2017,277170,Izyum,Cat,Domestic Shorthair,,98125
July 28 2017,353528,Ryder,Cat,Domestic Medium Hair,,98106
July 28 2017,133513,Bazil,Cat,Domestic Shorthair,,98102
July 28 2017,133514,Colette,Cat,Domestic Shorthair,,98102
July 28 2017,113704,Boo,Cat,Domestic Shorthair,,98101
July 28 2017,433533,jasper crooknuzzler,Cat,Russian Blue,,98175
July 28 2017,208286,Big Byte,Cat,Domestic Shorthair,,98103
July 28 2017,208278,Little Bit,Cat,Domestic Shorthair,,98103
July 28 2017,133504,Pearl,Cat,Domestic Medium Hair,Mix,98133
July 28 2017,273796,Elphie,Cat,Domestic Shorthair,,98177
July 28 2017,273795,Sookie,Cat,Domestic Shorthair,Russian Blue,98177
July 28 2017,133507,Merry,Cat,American Shorthair,American Shorthair,98104
July 28 2017,133508,Pippin,Cat,American Shorthair,,98104
July 28 2017,430957,Rasputina,Cat,Domestic Shorthair,,98122
July 28 2017,17295,Popcorn,Cat,Domestic Shorthair,Siamese,98109
July 28 2017,29076,Calcifer,Cat,Domestic Medium Hair,,98102
July 28 2017,573588,Max,Cat,Domestic Shorthair,Mix,98102
July 28 2017,353588,Mickey,Cat,American Shorthair,,98102
July 28 2017,433787,Oscar,Cat,Domestic Shorthair,,98102
July 28 2017,103348,Dezi Liu,Cat,Domestic Longhair,Maine Coon,98115
July 28 2017,214985,Ducky,Cat,Domestic Shorthair,,98117
July 28 2017,133501,Olive,Cat,Domestic Shorthair,,98177
July 29 2017,126435,Hulk Hogan,Cat,Domestic Shorthair,Mix,98105
July 29 2017,126436,Norman Wigglebottom,Cat,Domestic Shorthair,Mix,98118
July 29 2017,131985,Ben Meowflek,Cat,Domestic Shorthair,Mix,98119
July 29 2017,135179,boy,Cat,Domestic Shorthair,Mix,98155
July 29 2017,135180,girl,Cat,Domestic Shorthair,Mix,98155
July 29 2017,217876,Dan,Cat,Domestic Shorthair,,98119
July 29 2017,217875,Mittens,Cat,Domestic Shorthair,,98119
July 29 2017,132653,Louisette,Cat,Domestic Shorthair,Mix,98103
July 29 2017,427613,Charlie,Cat,Domestic Medium Hair,,98136
July 29 2017,131986,Nacho,Cat,Domestic Shorthair,Mix,98126
July 29 2017,131987,Taco,Cat,Domestic Shorthair,Mix,98126
July 29 2017,124848,Cleopatra,Cat,Domestic Medium Hair,Mix,98144
July 30 2017,135181,boy,Cat,Domestic Shorthair,Mix,98117
July 30 2017,135182,girl,Cat,Domestic Shorthair,Mix,98117
July 30 2017,135183,,Cat,Siamese,Domestic Shorthair,98117
July 30 2017,430761,Gusty,Cat,Domestic Shorthair,,98107
July 31 2017,131750,Bramble,Cat,Domestic Shorthair,Mix,98109
July 31 2017,131751,Nemo,Cat,Domestic Longhair,Mix,98112
July 31 2017,131753,Lindenau,Cat,Domestic Longhair,Mix,98144
July 31 2017,131754,Minerva,Cat,Domestic Medium Hair,Mix,98144
July 31 2017,132363,Minnie,Cat,American Shorthair,Domestic Shorthair,98107
July 31 2017,132376,Holly,Goat,Miniature,,98126
July 31 2017,429241,Miles,Cat,Domestic Shorthair,,98107
July 31 2017,434303,Lucy,Cat,Domestic Longhair,,98107
July 31 2017,113041,Anastasia Mew Flecktarn,Cat,Domestic Shorthair,,98122
July 31 2017,102330,Gwendolyn,Cat,Domestic Shorthair,,98115
July 31 2017,102328,Morgan,Cat,Domestic Shorthair,,98115
July 31 2017,102332,Nina,Cat,Domestic Shorthair,,98115
July 31 2017,132364,Ollie,Cat,American Shorthair,,98103
July 31 2017,276667,Brody,Cat,Domestic Shorthair,,98106
July 31 2017,443827,Neko,Cat,Domestic Shorthair,,98115
July 31 2017,132358,Kapa,Cat,Domestic Medium Hair,,98133
July 31 2017,832780,Scarlett,Cat,Domestic Longhair,Mix,98122
July 31 2017,132382,Lola,Cat,American Shorthair,,98118
July 31 2017,832294,Looney,Cat,Domestic Shorthair,,98118
July 31 2017,132381,Rory,Cat,American Shorthair,,98105
July 31 2017,133331,Gigi,Cat,Domestic Shorthair,,98105
August 01 2017,276589,Sparkler,Cat,Siamese,Mix,98108
August 01 2017,131755,Athena,Cat,American Shorthair,Mix,98122
August 01 2017,124850,,Cat,Domestic Shorthair,Mix,98116
August 01 2017,18624,Kupcake,Cat,Domestic Shorthair,,98125
August 01 2017,142287,Sheba,Cat,Domestic Shorthair,,98115
August 01 2017,126437,Mini,Cat,Domestic Shorthair,Mix,98125
August 01 2017,578593,Abiageal,Cat,Domestic Longhair,,98119
August 01 2017,101901,Krebs,Cat,Domestic Shorthair,Mix,98117
August 01 2017,101902,Pia,Cat,Domestic Medium Hair,Mix,98117
August 01 2017,100377,George,Cat,Domestic Shorthair,Mix,98103
August 01 2017,112634,Squiggy,Cat,Siamese,Mix,98125
August 01 2017,272323,Jinxy,Cat,LaPerm,,98112
August 01 2017,434326,Purcy,Cat,Domestic Shorthair,,98112
August 01 2017,434327,Scout,Cat,Domestic Shorthair,,98112
August 01 2017,353548,Butterscotch,Cat,Domestic Shorthair,,98115
August 01 2017,433795,Winnie,Cat,Domestic Shorthair,,98118
August 01 2017,133806,,Cat,Domestic Shorthair,,98118
